6, neat, 87.99814525945472, 87.99814525945472, 87.99814525945472, 87.99814525945472, 87.99814525945472, 
6, neat, 89.85209079819815, 89.85209079819815, 89.85209079819815, 89.85209079819815, 89.85209079819815, 
6, neat, 87.15289246928256, 87.15289246928256, 87.15289246928256, 87.15289246928256, 87.15289246928256, 
6, neat, 88.16669517527554, 88.16669517527554, 88.16669517527554, 88.16669517527554, 88.16669517527554, 
6, neat, 88.3849280777976, 88.3849280777976, 88.3849280777976, 88.3849280777976, 88.3849280777976, 
6, neat, 88.56619038813078, 88.56619038813078, 88.56619038813078, 88.56619038813078, 88.56619038813078, 
6, neat, 83.79215501769045, 83.79215501769045, 83.79215501769045, 83.79215501769045, 83.79215501769045, 
6, neat, 86.23257452588933, 86.23257452588933, 86.23257452588933, 86.23257452588933, 86.23257452588933, 
6, neat, 75.19185751001956, 75.19185751001956, 75.19185751001956, 75.19185751001956, 75.19185751001956, 
6, neat, 87.13796259441267, 87.13796259441267, 87.13796259441267, 87.13796259441267, 87.13796259441267, 
