neat7 8,esneat7 8,MannwhitneyuResult(statistic=60.0, pvalue=0.0830041408945229)ShapiroResult(statistic=0.9491322636604309, pvalue=0.6582444906234741)ShapiroResult(statistic=0.8349099159240723, pvalue=0.0667516365647316)
neat2 4,esneat2 4,MannwhitneyuResult(statistic=49.0, pvalue=0.7750513736700824)ShapiroResult(statistic=0.9077240228652954, pvalue=0.2657211422920227)ShapiroResult(statistic=0.8470680713653564, pvalue=0.06917398422956467)
