Woodman neat,(1 2 3 4 5 6 7 8),0,88.50559717,88.50417544,90.72235776,90.97399989,90.71550059,86.99544224,90.21173588,88.20354791,88.61379138,88.99140997
Woodman esneat,(1 2 3 4 5 6 7 8),1,90.55026654,85.7873939,88.30192572,88.20968459,85.23458215,88.8262139,89.53854308,89.10192572,90.29297711,92.06020709
Crashman neat,(1 2 3 4 5 6 7 8),2,87.99814526,89.8520908,87.15289247,88.16669518,88.38492808,88.56619039,83.79215502,86.23257453,75.19185751,87.13796259
Crashman esneat,(1 2 3 4 5 6 7 8),3,85.04497518,87.14826519,66.26020709,87.53884754,83.66765557,66.21617482,84.88818173,87.25357331,55.86830149,85.2807081
Bubbleman neat,(1 2 3 4 5 6 7 8),4,91.99605369,90.37936108,91.10341373,89.82283177,91.50936197,92.19193986,91.69740497,91.98272016,90.63289247,91.50472159
Bubbleman esneat,(1 2 3 4 5 6 7 8),5,91.70669518,91.21402398,91.43092827,88.57520307,88.12167537,84.53921378,88.03067522,89.959465,86.059465,88.62931474
